file_number,temperature_K,pressure_bar,number_wave_pts,delta_wavenumber,start_wavenumber
1,75.0,1e-06,10921760,0.0035040143299999997,30.0
2,75.0,3e-06,10921760,0.0035040143299999997,30.0
3,75.0,1e-05,10921760,0.0035040143299999997,30.0
4,75.0,3e-05,10921760,0.0035040143299999997,30.0
5,75.0,0.0001,10921760,0.0035040143299999997,30.0
6,75.0,0.0003,10921760,0.0035040143299999997,30.0
7,75.0,0.001,10921760,0.0035040143299999997,30.0
8,75.0,0.003,10921760,0.0035040143299999997,30.0
9,75.0,0.01,10921760,0.0035040143299999997,30.0
10,75.0,0.03,10921760,0.0035040143299999997,30.0
11,75.0,0.1,9888321,0.00387022265,30.0
12,75.0,0.3,3296108,0.011610666770000002,30.0
13,75.0,1.0,988833,0.03870222647,30.0
14,75.0,3.0,329612,0.11610656198,30.0
15,75.0,10.0,98884,0.38702304744000005,30.0
16,75.0,30.0,76541,0.5,30.0
17,75.0,100.0,76541,0.5,30.0
18,75.0,300.0,76541,0.5,30.0
19,75.0,1000.0,76541,0.5,30.0
20,75.0,3000.0,76541,0.5,30.0
21,100.0,1e-06,9458522,0.004046087120000001,30.0
22,100.0,3e-06,9458522,0.004046087120000001,30.0
23,100.0,1e-05,9458522,0.004046087120000001,30.0
24,100.0,3e-05,9458522,0.004046087120000001,30.0
25,100.0,0.0001,9458522,0.004046087120000001,30.0
26,100.0,0.0003,9458522,0.004046087120000001,30.0
27,100.0,0.001,9458522,0.004046087120000001,30.0
28,100.0,0.003,9458522,0.004046087120000001,30.0
29,100.0,0.01,9458522,0.004046087120000001,30.0
30,100.0,0.03,9458522,0.004046087120000001,30.0
31,100.0,0.1,9458522,0.004046087120000001,30.0
32,100.0,0.3,4031424,0.00949292595,30.0
33,100.0,1.0,1209428,0.03164308387,30.0
34,100.0,3.0,403143,0.09492933011,30.0
35,100.0,10.0,120944,0.31643005383,30.0
36,100.0,30.0,76541,0.5,30.0
37,100.0,100.0,76541,0.5,30.0
38,100.0,300.0,76541,0.5,30.0
39,100.0,1000.0,76541,0.5,30.0
40,100.0,3000.0,76541,0.5,30.0
41,110.0,1e-06,9018347,0.0042435719399999995,30.0
42,110.0,3e-06,9018347,0.0042435719399999995,30.0
43,110.0,1e-05,9018347,0.0042435719399999995,30.0
44,110.0,3e-05,9018347,0.0042435719399999995,30.0
45,110.0,0.0001,9018347,0.0042435719399999995,30.0
46,110.0,0.0003,9018347,0.0042435719399999995,30.0
47,110.0,0.001,9018347,0.0042435719399999995,30.0
48,110.0,0.003,9018347,0.0042435719399999995,30.0
49,110.0,0.01,9018347,0.0042435719399999995,30.0
50,110.0,0.03,9018347,0.0042435719399999995,30.0
51,110.0,0.1,9018347,0.0042435719399999995,30.0
52,110.0,0.3,4309564,0.00888025074,30.0
53,110.0,1.0,1292870,0.0296008335,30.0
54,110.0,3.0,430957,0.08880256917000001,30.0
55,110.0,10.0,129288,0.296008106,30.0
56,110.0,30.0,76541,0.5,30.0
57,110.0,100.0,76541,0.5,30.0
58,110.0,300.0,76541,0.5,30.0
59,110.0,1000.0,76541,0.5,30.0
60,110.0,3000.0,76541,0.5,30.0
61,120.0,1e-06,8634410,0.0044322663,30.0
62,120.0,3e-06,8634410,0.0044322663,30.0
63,120.0,1e-05,8634410,0.0044322663,30.0
64,120.0,3e-05,8634410,0.0044322663,30.0
65,120.0,0.0001,8634410,0.0044322663,30.0
66,120.0,0.0003,8634410,0.0044322663,30.0
67,120.0,0.001,8634410,0.0044322663,30.0
68,120.0,0.003,8634410,0.0044322663,30.0
69,120.0,0.01,8634410,0.0044322663,30.0
70,120.0,0.03,8634410,0.0044322663,30.0
71,120.0,0.1,8634410,0.0044322663,30.0
72,120.0,0.3,4580209,0.00835551573,30.0
73,120.0,1.0,1374064,0.02785170695,30.0
74,120.0,3.0,458022,0.08355512084,30.0
75,120.0,10.0,137407,0.27851767754,30.0
76,120.0,30.0,76541,0.5,30.0
77,120.0,100.0,76541,0.5,30.0
78,120.0,300.0,76541,0.5,30.0
79,120.0,1000.0,76541,0.5,30.0
80,120.0,3000.0,76541,0.5,30.0
81,130.0,1e-06,8295673,0.00461324893,30.0
82,130.0,3e-06,8295673,0.00461324893,30.0
83,130.0,1e-05,8295673,0.00461324893,30.0
84,130.0,3e-05,8295673,0.00461324893,30.0
85,130.0,0.0001,8295673,0.00461324893,30.0
86,130.0,0.0003,8295673,0.00461324893,30.0
87,130.0,0.001,8295673,0.00461324893,30.0
88,130.0,0.003,8295673,0.00461324893,30.0
89,130.0,0.01,8295673,0.00461324893,30.0
90,130.0,0.03,8295673,0.00461324893,30.0
91,130.0,0.1,8295673,0.00461324893,30.0
92,130.0,0.3,4844164,0.007900229620000001,30.0
93,130.0,1.0,1453250,0.02633409691,30.0
94,130.0,3.0,484417,0.07900234509,30.0
95,130.0,10.0,145326,0.26334078789,30.0
96,130.0,30.0,76541,0.5,30.0
97,130.0,100.0,76541,0.5,30.0
98,130.0,300.0,76541,0.5,30.0
99,130.0,1000.0,76541,0.5,30.0
100,130.0,3000.0,76541,0.5,30.0
101,140.0,1e-06,7993910,0.004787395,30.0
102,140.0,3e-06,7993910,0.004787395,30.0
103,140.0,1e-05,7993910,0.004787395,30.0
104,140.0,3e-05,7993910,0.004787395,30.0
105,140.0,0.0001,7993910,0.004787395,30.0
106,140.0,0.0003,7993910,0.004787395,30.0
107,140.0,0.001,7993910,0.004787395,30.0
108,140.0,0.003,7993910,0.004787395,30.0
109,140.0,0.01,7993910,0.004787395,30.0
110,140.0,0.03,7993910,0.004787395,30.0
111,140.0,0.1,7993910,0.004787395,30.0
112,140.0,0.3,5102090,0.00750084916,30.0
113,140.0,1.0,1530628,0.025002825640000004,30.0
114,140.0,3.0,510210,0.07500847692000001,30.0
115,140.0,10.0,153064,0.25002776634,30.0
116,140.0,30.0,76541,0.5,30.0
117,140.0,100.0,76541,0.5,30.0
118,140.0,300.0,76541,0.5,30.0
119,140.0,1000.0,76541,0.5,30.0
120,140.0,3000.0,76541,0.5,30.0
121,150.0,1e-06,7722851,0.00495542449,30.0
122,150.0,3e-06,7722851,0.00495542449,30.0
123,150.0,1e-05,7722851,0.00495542449,30.0
124,150.0,3e-05,7722851,0.00495542449,30.0
125,150.0,0.0001,7722851,0.00495542449,30.0
126,150.0,0.0003,7722851,0.00495542449,30.0
127,150.0,0.001,7722851,0.00495542449,30.0
128,150.0,0.003,7722851,0.00495542449,30.0
129,150.0,0.01,7722851,0.00495542449,30.0
130,150.0,0.03,7722851,0.00495542449,30.0
131,150.0,0.1,7722851,0.00495542449,30.0
132,150.0,0.3,5354542,0.00714720459,30.0
133,150.0,1.0,1606363,0.02382401974,30.0
134,150.0,3.0,535455,0.07147205922000001,30.0
135,150.0,10.0,160637,0.23824049404,30.0
136,150.0,30.0,76541,0.5,30.0
137,150.0,100.0,76541,0.5,30.0
138,150.0,300.0,76541,0.5,30.0
139,150.0,1000.0,76541,0.5,30.0
140,150.0,3000.0,76541,0.5,30.0
141,160.0,1e-06,7477618,0.00511794065,30.0
142,160.0,3e-06,7477618,0.00511794065,30.0
143,160.0,1e-05,7477618,0.00511794065,30.0
144,160.0,3e-05,7477618,0.00511794065,30.0
145,160.0,0.0001,7477618,0.00511794065,30.0
146,160.0,0.0003,7477618,0.00511794065,30.0
147,160.0,0.001,7477618,0.00511794065,30.0
148,160.0,0.003,7477618,0.00511794065,30.0
149,160.0,0.01,7477618,0.00511794065,30.0
150,160.0,0.03,7477618,0.00511794065,30.0
151,160.0,0.1,7477618,0.00511794065,30.0
152,160.0,0.3,5601991,0.00683150095,30.0
153,160.0,1.0,1680598,0.02277166983,30.0
154,160.0,3.0,560200,0.06831500949,30.0
155,160.0,10.0,168061,0.2277162918,30.0
156,160.0,30.0,76541,0.5,30.0
157,160.0,100.0,76541,0.5,30.0
158,160.0,300.0,76541,0.5,30.0
159,160.0,1000.0,76541,0.5,30.0
160,160.0,3000.0,76541,0.5,30.0
161,170.0,1e-06,7254355,0.0052754525100000005,30.0
162,170.0,3e-06,7254355,0.0052754525100000005,30.0
163,170.0,1e-05,7254355,0.0052754525100000005,30.0
164,170.0,3e-05,7254355,0.0052754525100000005,30.0
165,170.0,0.0001,7254355,0.0052754525100000005,30.0
166,170.0,0.0003,7254355,0.0052754525100000005,30.0
167,170.0,0.001,7254355,0.0052754525100000005,30.0
168,170.0,0.003,7254355,0.0052754525100000005,30.0
169,170.0,0.01,7254355,0.0052754525100000005,30.0
170,170.0,0.03,7254355,0.0052754525100000005,30.0
171,170.0,0.1,7254355,0.0052754525100000005,30.0
172,170.0,0.3,5844841,0.00654765571,30.0
173,170.0,1.0,1753453,0.02182551903,30.0
174,170.0,3.0,584485,0.0654765571,30.0
175,170.0,10.0,175346,0.21825543928000002,30.0
176,170.0,30.0,76541,0.5,30.0
177,170.0,100.0,76541,0.5,30.0
178,170.0,300.0,76541,0.5,30.0
179,170.0,1000.0,76541,0.5,30.0
180,170.0,3000.0,76541,0.5,30.0
181,180.0,1e-06,7049966,0.0054283957400000004,30.0
182,180.0,3e-06,7049966,0.0054283957400000004,30.0
183,180.0,1e-05,7049966,0.0054283957400000004,30.0
184,180.0,3e-05,7049966,0.0054283957400000004,30.0
185,180.0,0.0001,7049966,0.0054283957400000004,30.0
186,180.0,0.0003,7049966,0.0054283957400000004,30.0
187,180.0,0.001,7049966,0.0054283957400000004,30.0
188,180.0,0.003,7049966,0.0054283957400000004,30.0
189,180.0,0.01,7049966,0.0054283957400000004,30.0
190,180.0,0.03,7049966,0.0054283957400000004,30.0
191,180.0,0.1,7049966,0.0054283957400000004,30.0
192,180.0,0.3,6083439,0.0062908506700000005,30.0
193,180.0,1.0,1825033,0.02096949533,30.0
194,180.0,3.0,608345,0.06290848599,30.0
195,180.0,10.0,182504,0.20969518309000001,30.0
196,180.0,30.0,76541,0.5,30.0
197,180.0,100.0,76541,0.5,30.0
198,180.0,300.0,76541,0.5,30.0
199,180.0,1000.0,76541,0.5,30.0
200,180.0,3000.0,76541,0.5,30.0
201,190.0,1e-06,6861933,0.00557714649,30.0
202,190.0,3e-06,6861933,0.00557714649,30.0
203,190.0,1e-05,6861933,0.00557714649,30.0
204,190.0,3e-05,6861933,0.00557714649,30.0
205,190.0,0.0001,6861933,0.00557714649,30.0
206,190.0,0.0003,6861933,0.00557714649,30.0
207,190.0,0.001,6861933,0.00557714649,30.0
208,190.0,0.003,6861933,0.00557714649,30.0
209,190.0,0.01,6861933,0.00557714649,30.0
210,190.0,0.03,6861933,0.00557714649,30.0
211,190.0,0.1,6861933,0.00557714649,30.0
212,190.0,0.3,6318092,0.00605720937,30.0
213,190.0,1.0,1895428,0.020190701090000002,30.0
214,190.0,3.0,631810,0.06057210328,30.0
215,190.0,10.0,189544,0.20190669136,30.0
216,190.0,30.0,76541,0.5,30.0
217,190.0,100.0,76541,0.5,30.0
218,190.0,300.0,76541,0.5,30.0
219,190.0,1000.0,76541,0.5,30.0
220,190.0,3000.0,76541,0.5,30.0
221,200.0,1e-06,6688185,0.00572203157,30.0
222,200.0,3e-06,6688185,0.00572203157,30.0
223,200.0,1e-05,6688185,0.00572203157,30.0
224,200.0,3e-05,6688185,0.00572203157,30.0
225,200.0,0.0001,6688185,0.00572203157,30.0
226,200.0,0.0003,6688185,0.00572203157,30.0
227,200.0,0.001,6688185,0.00572203157,30.0
228,200.0,0.003,6688185,0.00572203157,30.0
229,200.0,0.01,6688185,0.00572203157,30.0
230,200.0,0.03,6688185,0.00572203157,30.0
231,200.0,0.1,6688185,0.00572203157,30.0
232,200.0,0.3,6549067,0.005843581360000001,30.0
233,200.0,1.0,1964721,0.019478602549999998,30.0
234,200.0,3.0,654908,0.0584357779,30.0
235,200.0,10.0,196473,0.19478602549000001,30.0
236,200.0,30.0,76541,0.5,30.0
237,200.0,100.0,76541,0.5,30.0
238,200.0,300.0,76541,0.5,30.0
239,200.0,1000.0,76541,0.5,30.0
240,200.0,3000.0,76541,0.5,30.0
241,210.0,1e-06,6527000,0.00586333781,30.0
242,210.0,3e-06,6527000,0.00586333781,30.0
243,210.0,1e-05,6527000,0.00586333781,30.0
244,210.0,3e-05,6527000,0.00586333781,30.0
245,210.0,0.0001,6527000,0.00586333781,30.0
246,210.0,0.0003,6527000,0.00586333781,30.0
247,210.0,0.001,6527000,0.00586333781,30.0
248,210.0,0.003,6527000,0.00586333781,30.0
249,210.0,0.01,6527000,0.00586333781,30.0
250,210.0,0.03,6527000,0.00586333781,30.0
251,210.0,0.1,6527000,0.00586333781,30.0
252,210.0,0.3,6527000,0.00586333781,30.0
253,210.0,1.0,2032981,0.01882458263,30.0
254,210.0,3.0,677661,0.0564737479,30.0
255,210.0,10.0,203299,0.18824582632,30.0
256,210.0,30.0,76541,0.5,30.0
257,210.0,100.0,76541,0.5,30.0
258,210.0,300.0,76541,0.5,30.0
259,210.0,1000.0,76541,0.5,30.0
260,210.0,3000.0,76541,0.5,30.0
261,220.0,1e-06,6376934,0.00600131756,30.0
262,220.0,3e-06,6376934,0.00600131756,30.0
263,220.0,1e-05,6376934,0.00600131756,30.0
264,220.0,3e-05,6376934,0.00600131756,30.0
265,220.0,0.0001,6376934,0.00600131756,30.0
266,220.0,0.0003,6376934,0.00600131756,30.0
267,220.0,0.001,6376934,0.00600131756,30.0
268,220.0,0.003,6376934,0.00600131756,30.0
269,220.0,0.01,6376934,0.00600131756,30.0
270,220.0,0.03,6376934,0.00600131756,30.0
271,220.0,0.1,6376934,0.00600131756,30.0
272,220.0,0.3,6376934,0.00600131756,30.0
273,220.0,1.0,2100273,0.01822144941,30.0
274,220.0,3.0,700092,0.05466432221,30.0
275,220.0,10.0,210028,0.18221466764000002,30.0
276,220.0,30.0,76541,0.5,30.0
277,220.0,100.0,76541,0.5,30.0
278,220.0,300.0,76541,0.5,30.0
279,220.0,1000.0,76541,0.5,30.0
280,220.0,3000.0,76541,0.5,30.0
281,230.0,1e-06,6236765,0.00613619499,30.0
282,230.0,3e-06,6236765,0.00613619499,30.0
283,230.0,1e-05,6236765,0.00613619499,30.0
284,230.0,3e-05,6236765,0.00613619499,30.0
285,230.0,0.0001,6236765,0.00613619499,30.0
286,230.0,0.0003,6236765,0.00613619499,30.0
287,230.0,0.001,6236765,0.00613619499,30.0
288,230.0,0.003,6236765,0.00613619499,30.0
289,230.0,0.01,6236765,0.00613619499,30.0
290,230.0,0.03,6236765,0.00613619499,30.0
291,230.0,0.1,6236765,0.00613619499,30.0
292,230.0,0.3,6236765,0.00613619499,30.0
293,230.0,1.0,2166653,0.01766319649,30.0
294,230.0,3.0,722218,0.05298961392,30.0
295,230.0,10.0,216666,0.17663212794,30.0
296,230.0,30.0,76541,0.5,30.0
297,230.0,100.0,76541,0.5,30.0
298,230.0,300.0,76541,0.5,30.0
299,230.0,1000.0,76541,0.5,30.0
300,230.0,3000.0,76541,0.5,30.0
301,240.0,1e-06,6105450,0.00626817127,30.0
302,240.0,3e-06,6105450,0.00626817127,30.0
303,240.0,1e-05,6105450,0.00626817127,30.0
304,240.0,3e-05,6105450,0.00626817127,30.0
305,240.0,0.0001,6105450,0.00626817127,30.0
306,240.0,0.0003,6105450,0.00626817127,30.0
307,240.0,0.001,6105450,0.00626817127,30.0
308,240.0,0.003,6105450,0.00626817127,30.0
309,240.0,0.01,6105450,0.00626817127,30.0
310,240.0,0.03,6105450,0.00626817127,30.0
311,240.0,0.1,6105450,0.00626817127,30.0
312,240.0,0.3,6105450,0.00626817127,30.0
313,240.0,1.0,2232172,0.01714474384,30.0
314,240.0,3.0,744058,0.05143423152,30.0
315,240.0,10.0,223218,0.17144751519999998,30.0
316,240.0,30.0,76541,0.5,30.0
317,240.0,100.0,76541,0.5,30.0
318,240.0,300.0,76541,0.5,30.0
319,240.0,1000.0,76541,0.5,30.0
320,240.0,3000.0,76541,0.5,30.0
321,250.0,1e-06,5982095,0.006397425379999999,30.0
322,250.0,3e-06,5982095,0.006397425379999999,30.0
323,250.0,1e-05,5982095,0.006397425379999999,30.0
324,250.0,3e-05,5982095,0.006397425379999999,30.0
325,250.0,0.0001,5982095,0.006397425379999999,30.0
326,250.0,0.0003,5982095,0.006397425379999999,30.0
327,250.0,0.001,5982095,0.006397425379999999,30.0
328,250.0,0.003,5982095,0.006397425379999999,30.0
329,250.0,0.01,5982095,0.006397425379999999,30.0
330,250.0,0.03,5982095,0.006397425379999999,30.0
331,250.0,0.1,5982095,0.006397425379999999,30.0
332,250.0,0.3,5982095,0.006397425379999999,30.0
333,250.0,1.0,2296877,0.01666176145,30.0
334,250.0,3.0,765626,0.049985306119999996,30.0
335,250.0,10.0,229689,0.16661732437000001,30.0
336,250.0,30.0,76564,0.4998497969,30.0
337,250.0,100.0,76541,0.5,30.0
338,250.0,300.0,76541,0.5,30.0
339,250.0,1000.0,76541,0.5,30.0
340,250.0,3000.0,76541,0.5,30.0
341,260.0,1e-06,5982095,0.006397425379999999,30.0
342,260.0,3e-06,5982095,0.006397425379999999,30.0
343,260.0,1e-05,5982095,0.006397425379999999,30.0
344,260.0,3e-05,5982095,0.006397425379999999,30.0
345,260.0,0.0001,5982095,0.006397425379999999,30.0
346,260.0,0.0003,5982095,0.006397425379999999,30.0
347,260.0,0.001,5982095,0.006397425379999999,30.0
348,260.0,0.003,5982095,0.006397425379999999,30.0
349,260.0,0.01,5982095,0.006397425379999999,30.0
350,260.0,0.03,5982095,0.006397425379999999,30.0
351,260.0,0.1,5982095,0.006397425379999999,30.0
352,260.0,0.3,5982095,0.006397425379999999,30.0
353,260.0,1.0,2296877,0.01666176145,30.0
354,260.0,3.0,765626,0.049985306119999996,30.0
355,260.0,10.0,229689,0.16661732437000001,30.0
356,260.0,30.0,76564,0.4998497969,30.0
357,260.0,100.0,76541,0.5,30.0
358,260.0,300.0,76541,0.5,30.0
359,260.0,1000.0,76541,0.5,30.0
360,260.0,3000.0,76541,0.5,30.0
361,270.0,1e-06,5982095,0.006397425379999999,30.0
362,270.0,3e-06,5982095,0.006397425379999999,30.0
363,270.0,1e-05,5982095,0.006397425379999999,30.0
364,270.0,3e-05,5982095,0.006397425379999999,30.0
365,270.0,0.0001,5982095,0.006397425379999999,30.0
366,270.0,0.0003,5982095,0.006397425379999999,30.0
367,270.0,0.001,5982095,0.006397425379999999,30.0
368,270.0,0.003,5982095,0.006397425379999999,30.0
369,270.0,0.01,5982095,0.006397425379999999,30.0
370,270.0,0.03,5982095,0.006397425379999999,30.0
371,270.0,0.1,5982095,0.006397425379999999,30.0
372,270.0,0.3,5982095,0.006397425379999999,30.0
373,270.0,1.0,2296877,0.01666176145,30.0
374,270.0,3.0,765626,0.049985306119999996,30.0
375,270.0,10.0,229689,0.16661732437000001,30.0
376,270.0,30.0,76564,0.4998497969,30.0
377,270.0,100.0,76541,0.5,30.0
378,270.0,300.0,76541,0.5,30.0
379,270.0,1000.0,76541,0.5,30.0
380,270.0,3000.0,76541,0.5,30.0
381,275.0,1e-06,5703704,0.00670967615,30.0
382,275.0,3e-06,5703704,0.00670967615,30.0
383,275.0,1e-05,5703704,0.00670967615,30.0
384,275.0,3e-05,5703704,0.00670967615,30.0
385,275.0,0.0001,5703704,0.00670967615,30.0
386,275.0,0.0003,5703704,0.00670967615,30.0
387,275.0,0.001,5703704,0.00670967615,30.0
388,275.0,0.003,5703704,0.00670967615,30.0
389,275.0,0.01,5703704,0.00670967615,30.0
390,275.0,0.03,5703704,0.00670967615,30.0
391,275.0,0.1,5703704,0.00670967615,30.0
392,275.0,0.3,5703704,0.00670967615,30.0
393,275.0,1.0,2455346,0.015586404350000001,30.0
394,275.0,3.0,818449,0.04675923211,30.0
395,275.0,10.0,245535,0.15586436094,30.0
396,275.0,30.0,81846,0.46759117845,30.0
397,275.0,100.0,76541,0.5,30.0
398,275.0,300.0,76541,0.5,30.0
399,275.0,1000.0,76541,0.5,30.0
400,275.0,3000.0,76541,0.5,30.0
401,280.0,1e-06,5703704,0.00670967615,30.0
402,280.0,3e-06,5703704,0.00670967615,30.0
403,280.0,1e-05,5703704,0.00670967615,30.0
404,280.0,3e-05,5703704,0.00670967615,30.0
405,280.0,0.0001,5703704,0.00670967615,30.0
406,280.0,0.0003,5703704,0.00670967615,30.0
407,280.0,0.001,5703704,0.00670967615,30.0
408,280.0,0.003,5703704,0.00670967615,30.0
409,280.0,0.01,5703704,0.00670967615,30.0
410,280.0,0.03,5703704,0.00670967615,30.0
411,280.0,0.1,5703704,0.00670967615,30.0
412,280.0,0.3,5703704,0.00670967615,30.0
413,280.0,1.0,2455346,0.015586404350000001,30.0
414,280.0,3.0,818449,0.04675923211,30.0
415,280.0,10.0,245535,0.15586436094,30.0
416,280.0,30.0,81846,0.46759117845,30.0
417,280.0,100.0,76541,0.5,30.0
418,280.0,300.0,76541,0.5,30.0
419,280.0,1000.0,76541,0.5,30.0
420,280.0,3000.0,76541,0.5,30.0
421,290.0,1e-06,5703704,0.00670967615,30.0
422,290.0,3e-06,5703704,0.00670967615,30.0
423,290.0,1e-05,5703704,0.00670967615,30.0
424,290.0,3e-05,5703704,0.00670967615,30.0
425,290.0,0.0001,5703704,0.00670967615,30.0
426,290.0,0.0003,5703704,0.00670967615,30.0
427,290.0,0.001,5703704,0.00670967615,30.0
428,290.0,0.003,5703704,0.00670967615,30.0
