   Wavenu Wavelen  kap100   kap198   kap296 del/al
    1/cm    nm     1/km-am  1/km-am  1/km-am K^1/2

    8630  1158.43  1.70E+2  1.37E+2  1.26E+2    45
    8635  1157.76  1.97E+2  1.65E+2  1.53E+2    43
    8640  1157.09  2.97E+2  2.56E+2  2.23E+2    41
    8645  1156.42  3.62E+2  3.15E+2  2.61E+2    42
    8650  1155.75  3.42E+2  3.12E+2  2.57E+2    39
    8655  1155.09  3.13E+2  3.11E+2  2.70E+2    39
    8660  1154.42  2.50E+2  2.74E+2  2.56E+2    41
    8665  1153.75  1.75E+2  2.23E+2  2.28E+2    34
    8670  1153.09  1.45E+2  2.10E+2  2.30E+2    36
    8675  1152.42  1.18E+2  1.85E+2  2.19E+2    37
    8680  1151.76  7.95E+1  1.49E+2  1.94E+2    31
    8685  1151.10  6.93E+1  1.28E+2  1.74E+2    27
    8690  1150.43  5.58E+1  1.03E+2  1.52E+2    25
    8695  1149.77  4.89E+1  9.47E+1  1.46E+2    24
    8700  1149.11  4.88E+1  8.88E+1  1.36E+2    23
    8705  1148.45  3.61E+1  7.16E+1  1.14E+2    23
    8710  1147.79  3.35E+1  6.50E+1  1.05E+2    24
    8715  1147.13  3.28E+1  6.15E+1  9.70E+1    24
    8720  1146.47  2.95E+1  5.57E+1  8.61E+1    24
    8725  1145.82  2.74E+1  5.25E+1  8.09E+1    29
    8730  1145.16  3.30E+1  5.65E+1  7.97E+1    35
    8735  1144.51  3.59E+1  5.81E+1  7.90E+1    42
    8740  1143.85  4.32E+1  5.98E+1  7.50E+1    45
    8745  1143.20  5.79E+1  6.74E+1  7.42E+1    47
    8750  1142.54  5.25E+1  5.89E+1  6.48E+1    59
    8755  1141.89  5.15E+1  5.19E+1  5.56E+1    65
    8760  1141.24  7.00E+1  6.03E+1  5.81E+1    87
    8765  1140.59  7.18E+1  5.59E+1  5.21E+1    80
    8770  1139.94  7.16E+1  5.37E+1  5.06E+1    70
    8775  1139.29  6.94E+1  5.50E+1  5.49E+1    70
    8780  1138.64  6.32E+1  5.16E+1  5.55E+1    56
    8785  1137.99  6.80E+1  6.09E+1  6.81E+1    47
    8790  1137.34  8.40E+1  7.80E+1  8.33E+1    49
    8795  1136.70  1.01E+2  9.44E+1  9.79E+1    57
    8800  1136.05  1.17E+2  1.21E+2  1.28E+2    44
    8805  1135.41  2.10E+2  2.10E+2  2.04E+2    42
    8810  1134.76  2.08E+2  1.85E+2  1.59E+2    62
    8815  1134.12  1.17E+2  9.82E+1  8.38E+1    67
    8820  1133.48  1.17E+2  9.33E+1  7.69E+1    60
    8825  1132.83  1.05E+2  8.28E+1  6.85E+1    59
    8830  1132.19  1.12E+2  8.48E+1  6.95E+1    64
    8835  1131.55  1.07E+2  8.38E+1  7.09E+1    74
    8840  1130.91  1.18E+2  9.05E+1  7.43E+1   105
    8845  1130.27  1.49E+2  1.12E+2  8.52E+1   103
    8850  1129.63  1.39E+2  1.16E+2  9.30E+1    86
    8855  1129.00  1.43E+2  1.25E+2  1.02E+2    87
    8860  1128.36  1.29E+2  1.16E+2  9.56E+1    76
    8865  1127.72  1.40E+2  1.34E+2  1.14E+2    71
    8870  1127.09  1.09E+2  1.24E+2  1.16E+2    66
    8875  1126.45  7.93E+1  1.02E+2  1.05E+2    58
    8880  1125.82  7.02E+1  9.88E+1  1.08E+2    67
    8885  1125.18  4.98E+1  7.81E+1  9.39E+1    62
    8890  1124.55  3.73E+1  6.71E+1  8.96E+1    50
    8895  1123.92  3.66E+1  7.12E+1  1.02E+2    38
    8900  1123.29  5.91E+1  9.90E+1  1.32E+2    37
    8905  1122.66  8.19E+1  1.10E+2  1.30E+2    57
    8910  1122.03  4.05E+1  5.44E+1  7.67E+1    70
    8915  1121.40  2.05E+1  3.23E+1  5.44E+1    66
    8920  1120.77  1.72E+1  2.48E+1  4.58E+1    66
    8925  1120.14  1.28E+1  1.99E+1  3.89E+1    63
    8930  1119.51  1.63E+1  1.83E+1  3.14E+1    71
    8935  1118.89  1.96E+1  1.93E+1  2.97E+1    73
    8940  1118.26  2.23E+1  2.04E+1  2.90E+1    95
    8945  1117.64  2.92E+1  2.23E+1  2.81E+1   120
    8950  1117.01  4.29E+1  3.03E+1  3.24E+1   155
    8955  1116.39  3.31E+1  2.48E+1  2.69E+1   146
    8960  1115.77  2.69E+1  2.30E+1  2.51E+1   130
    8965  1115.14  1.74E+1  1.69E+1  2.01E+1   142
    8970  1114.52  1.41E+1  1.61E+1  1.99E+1   176
    8975  1113.90  1.76E+1  2.24E+1  2.63E+1   144
    8980  1113.28  1.14E+1  1.77E+1  2.26E+1   160
    8985  1112.66  7.37E+0  1.27E+1  1.77E+1   181
    8990  1112.04  6.46E+0  1.29E+1  1.87E+1   116
    8995  1111.42  3.79E+0  8.98E+0  1.49E+1   179
    9000  1110.81  2.69E+0  6.81E+0  1.26E+1   125
    9005  1110.19  2.52E+0  6.88E+0  1.29E+1    84
    9010  1109.57  1.82E+0  4.89E+0  9.87E+0    52
    9015  1108.96  1.83E+0  4.32E+0  8.77E+0    44
    9020  1108.34  2.78E+0  4.82E+0  8.43E+0    32
    9025  1107.73  2.68E+0  5.13E+0  9.07E+0    20
    9030  1107.12  1.21E+0  3.23E+0  7.15E+0    25
    9035  1106.50  9.02E-1  2.18E+0  5.13E+0    48
    9040  1105.89  4.50E+0  6.05E+0  8.56E+0   224
    9045  1105.28  8.23E+0  7.49E+0  8.38E+0   296
    9050  1104.67  1.86E+0  2.07E+0  3.48E+0   202
    9055  1104.06  1.15E+0  1.32E+0  2.45E+0   130
    9060  1103.45  1.40E+0  1.47E+0  2.43E+0   191
    9065  1102.84  1.23E+0  1.32E+0  2.26E+0   212
    9070  1102.23  1.08E+0  1.10E+0  1.91E+0   258
    9075  1101.63  1.54E+0  1.35E+0  2.03E+0   413
    9080  1101.02  1.43E+0  1.30E+0  1.92E+0   415
    9085  1100.41  2.12E+0  1.97E+0  2.70E+0   691
    9090  1099.81  3.04E+0  2.46E+0  2.96E+0   725
    9095  1099.20  2.29E+0  1.86E+0  2.28E+0   398
    9100  1098.60  3.82E+0  3.00E+0  3.45E+0   548
    9105  1098.00  3.26E+0  2.69E+0  3.28E+0   557
    9110  1097.39  1.99E+0  2.05E+0  2.84E+0   565
    9115  1096.79  2.13E+0  2.27E+0  3.03E+0   516
    9120  1096.19  2.57E+0  3.03E+0  4.00E+0   856
    9125  1095.59  2.45E+0  3.18E+0  4.33E+0   683
    9130  1094.99  2.07E+0  2.83E+0  4.05E+0   441
    9135  1094.39  1.57E+0  2.28E+0  3.54E+0   544
    9140  1093.79  1.36E+0  2.15E+0  3.43E+0   293
    9145  1093.19  1.14E+0  1.82E+0  3.16E+0   288
    9150  1092.60  8.79E-1  1.46E+0  2.79E+0   207
    9155  1092.00  8.34E-1  1.46E+0  2.89E+0   227
    9160  1091.40  5.73E-1  1.00E+0  2.16E+0    91
    9165  1090.81  4.95E-1  9.71E-1  2.25E+0    45
    9170  1090.21  4.08E-1  7.42E-1  1.86E+0    77
    9175  1089.62  3.35E-1  5.58E-1  1.49E+0    84
    9180  1089.03  2.87E-1  4.65E-1  1.33E+0   164
    9185  1088.43  2.53E-1  4.11E-1  1.23E+0   183
    9190  1087.84  2.01E-1  3.23E-1  1.03E+0   204
    9195  1087.25  1.66E-1  2.79E-1  9.64E-1   211
    9200  1086.66  1.37E-1  2.26E-1  8.23E-1   266
    9205  1086.07  8.68E-2  1.46E-1  6.09E-1   579
    9210  1085.48  8.10E-2  1.41E-1  6.05E-1   621
    9215  1084.89  6.88E-2  1.19E-1  5.28E-1   604
    9220  1084.30  5.13E-2  9.11E-2  4.39E-1   830
    9225  1083.71  5.13E-2  9.02E-2  4.27E-1   965
    9230  1083.13  5.21E-2  8.87E-2  3.99E-1   967
    9235  1082.54  4.68E-2  7.77E-2  3.41E-1   944
    9240  1081.95  4.86E-2  7.79E-2  3.14E-1   991
    9245  1081.37  5.37E-2  8.27E-2  2.96E-1  1021
    9250  1080.79  5.81E-2  8.49E-2  2.71E-1   985
    9255  1080.20  5.40E-2  7.75E-2  2.36E-1   915
    9260  1079.62  5.15E-2  7.29E-2  2.16E-1   883
    9265  1079.04  5.66E-2  7.84E-2  2.18E-1   634
    9270  1078.45  5.84E-2  7.97E-2  2.10E-1   605
    9275  1077.87  4.96E-2  6.99E-2  1.99E-1   720
    9280  1077.29  4.00E-2  5.95E-2  1.98E-1   742
    9285  1076.71  3.13E-2  4.93E-2  1.86E-1   762
    9290  1076.13  2.52E-2  4.10E-2  1.71E-1   782
    9295  1075.55  2.15E-2  3.62E-2  1.67E-1   780
    9300  1074.97  2.08E-2  3.53E-2  1.70E-1   830
    9305  1074.40  2.35E-2  3.85E-2  1.66E-1   760
    9310  1073.82  2.58E-2  4.06E-2  1.53E-1   766
    9315  1073.24  3.03E-2  4.50E-2  1.45E-1   731
    9320  1072.67  3.51E-2  4.98E-2  1.40E-1   695
    9325  1072.09  4.18E-2  5.64E-2  1.36E-1   528
    9330  1071.52  5.08E-2  6.59E-2  1.42E-1   602
    9335  1070.94  6.13E-2  7.55E-2  1.39E-1   656
    9340  1070.37  6.72E-2  8.03E-2  1.33E-1   606
    9345  1069.80  5.62E-2  6.97E-2  1.28E-1   614
    9350  1069.23  4.34E-2  5.74E-2  1.29E-1   556
    9355  1068.65  4.23E-2  5.70E-2  1.34E-1   704
    9360  1068.08  4.70E-2  6.34E-2  1.50E-1   736
    9365  1067.51  4.24E-2  5.85E-2  1.45E-1   648
    9370  1066.94  3.31E-2  4.79E-2  1.38E-1   737
    9375  1066.37  2.92E-2  4.42E-2  1.45E-1   772
    9380  1065.81  2.94E-2  4.35E-2  1.31E-1   745
    9385  1065.24  3.42E-2  4.84E-2  1.27E-1   735
    9390  1064.67  4.25E-2  5.65E-2  1.24E-1   743
    9395  1064.10  5.32E-2  6.88E-2  1.34E-1   737
    9400  1063.54  7.86E-2  9.57E-2  1.52E-1   693
    9405  1062.97  8.84E-2  1.04E-1  1.50E-1   651
    9410  1062.41  9.49E-2  1.11E-1  1.58E-1   651
    9415  1061.84  1.01E-1  1.16E-1  1.55E-1   572
    9420  1061.28  1.02E-1  1.17E-1  1.56E-1   689
    9425  1060.72  1.11E-1  1.27E-1  1.66E-1   666
    9430  1060.16  1.09E-1  1.25E-1  1.62E-1   458
    9435  1059.59  9.99E-2  1.19E-1  1.71E-1   626
    9440  1059.03  9.96E-2  1.24E-1  1.96E-1   678
    9445  1058.47  1.03E-1  1.30E-1  2.06E-1   637
    9450  1057.91  8.95E-2  1.16E-1  1.98E-1   540
    9455  1057.35  7.92E-2  1.07E-1  2.06E-1   630
    9460  1056.79  8.93E-2  1.20E-1  2.23E-1   626
    9465  1056.23  1.11E-1  1.46E-1  2.43E-1   398
    9470  1055.68  1.42E-1  1.87E-1  2.86E-1   338
    9475  1055.12  1.61E-1  2.09E-1  3.01E-1   351
    9480  1054.56  1.74E-1  2.22E-1  3.00E-1   365
    9485  1054.01  2.37E-1  2.96E-1  3.65E-1   381
    9490  1053.45  2.42E-1  2.98E-1  3.57E-1   400
    9495  1052.90  2.12E-1  2.60E-1  3.19E-1   409
    9500  1052.34  2.23E-1  2.81E-1  3.50E-1   379
    9505  1051.79  2.30E-1  3.04E-1  4.03E-1   351
    9510  1051.24  2.32E-1  3.09E-1  4.20E-1   325
    9515  1050.68  2.24E-1  3.01E-1  4.26E-1   308
    9520  1050.13  2.05E-1  2.86E-1  4.32E-1   298
    9525  1049.58  2.11E-1  3.03E-1  4.54E-1   292
    9530  1049.03  2.20E-1  3.15E-1  4.60E-1   286
    9535  1048.48  2.31E-1  3.45E-1  5.28E-1   266
    9540  1047.93  2.45E-1  3.84E-1  5.96E-1   249
    9545  1047.38  2.63E-1  4.04E-1  5.72E-1   238
    9550  1046.83  2.88E-1  4.31E-1  5.76E-1   232
    9555  1046.29  3.04E-1  4.46E-1  5.77E-1   234
    9560  1045.74  3.68E-1  5.60E-1  7.08E-1   224
    9565  1045.19  4.68E-1  7.01E-1  8.58E-1   207
    9570  1044.65  4.24E-1  5.96E-1  7.36E-1   206
    9575  1044.10  3.81E-1  5.55E-1  7.05E-1   215
    9580  1043.56  4.76E-1  6.93E-1  8.43E-1   205
    9585  1043.01  4.98E-1  7.34E-1  9.16E-1   192
    9590  1042.47  5.55E-1  8.29E-1  1.02E+0   180
    9595  1041.92  6.24E-1  9.07E-1  1.09E+0   170
    9600  1041.38  5.81E-1  8.74E-1  1.12E+0   166
    9605  1040.84  5.29E-1  8.28E-1  1.10E+0   163
    9610  1040.30  5.58E-1  8.65E-1  1.10E+0   159
    9615  1039.76  6.50E-1  9.92E-1  1.19E+0   153
    9620  1039.22  7.10E-1  1.10E+0  1.32E+0   147
    9625  1038.68  7.28E-1  1.14E+0  1.41E+0   141
    9630  1038.14  7.61E-1  1.17E+0  1.45E+0   136
    9635  1037.60  8.85E-1  1.31E+0  1.55E+0   133
    9640  1037.06  9.70E-1  1.43E+0  1.63E+0   129
    9645  1036.52  1.20E+0  1.65E+0  1.82E+0   123
    9650  1035.99  1.26E+0  1.73E+0  1.98E+0   117
    9655  1035.45  1.28E+0  1.75E+0  2.01E+0   114
    9660  1034.91  1.30E+0  1.78E+0  2.04E+0   111
    9665  1034.38  1.20E+0  1.73E+0  2.13E+0   107
    9670  1033.84  1.43E+0  2.09E+0  2.58E+0   106
    9675  1033.31  1.59E+0  2.34E+0  2.85E+0   109
    9680  1032.77  1.55E+0  2.08E+0  2.51E+0   105
    9685  1032.24  1.49E+0  2.09E+0  2.52E+0    86
    9690  1031.71  1.58E+0  2.40E+0  3.13E+0    88
    9695  1031.18  1.67E+0  2.56E+0  3.30E+0   101
    9700  1030.65  1.85E+0  2.69E+0  3.08E+0   115
    9705  1030.11  1.83E+0  2.87E+0  3.26E+0   129
    9710  1029.58  2.14E+0  3.51E+0  4.14E+0   123
    9715  1029.05  2.50E+0  3.79E+0  4.42E+0   111
    9720  1028.52  2.26E+0  3.39E+0  3.79E+0   116
    9725  1028.00  2.37E+0  3.68E+0  4.06E+0   122
    9730  1027.47  3.12E+0  5.03E+0  5.64E+0   118
    9735  1026.94  3.58E+0  5.25E+0  5.80E+0   111
    9740  1026.41  3.10E+0  4.46E+0  4.89E+0   103
    9745  1025.89  3.14E+0  4.78E+0  5.33E+0    96
    9750  1025.36  3.66E+0  5.24E+0  5.82E+0    92
    9755  1024.83  3.83E+0  5.25E+0  5.83E+0    89
    9760  1024.31  3.80E+0  5.07E+0  5.55E+0    92
    9765  1023.78  4.03E+0  5.39E+0  5.83E+0    91
    9770  1023.26  4.60E+0  6.26E+0  6.77E+0    88
    9775  1022.74  4.32E+0  5.88E+0  6.68E+0    84
    9780  1022.21  3.55E+0  5.10E+0  5.92E+0    78
    9785  1021.69  4.26E+0  6.00E+0  6.69E+0    82
    9790  1021.17  5.88E+0  8.08E+0  8.64E+0    90
    9795  1020.65  4.96E+0  7.28E+0  8.06E+0    84
    9800  1020.13  4.18E+0  6.39E+0  7.22E+0    69
    9805  1019.61  5.19E+0  7.28E+0  7.91E+0    58
    9810  1019.09  5.17E+0  7.27E+0  7.92E+0    48
    9815  1018.57  4.74E+0  6.70E+0  7.51E+0    44
    9820  1018.05  6.23E+0  7.97E+0  8.44E+0    43
    9825  1017.53  7.30E+0  8.94E+0  8.95E+0    40
    9830  1017.02  6.60E+0  8.23E+0  8.46E+0    37
    9835  1016.50  8.30E+0  9.50E+0  9.52E+0    37
    9840  1015.98  9.98E+0  1.04E+1  9.98E+0    36
    9845  1015.47  1.04E+1  1.04E+1  9.98E+0    35
    9850  1014.95  1.20E+1  1.10E+1  1.04E+1    33
    9855  1014.44  1.34E+1  1.16E+1  1.08E+1    35
    9860  1013.92  1.32E+1  1.19E+1  1.11E+1    37
    9865  1013.41  1.23E+1  1.15E+1  1.09E+1    35
    9870  1012.89  1.27E+1  1.21E+1  1.14E+1    33
    9875  1012.38  1.53E+1  1.37E+1  1.22E+1    33
    9880  1011.87  1.67E+1  1.46E+1  1.24E+1    34
    9885  1011.36  1.64E+1  1.48E+1  1.25E+1    36
    9890  1010.85  1.58E+1  1.39E+1  1.19E+1    38
    9895  1010.33  1.57E+1  1.38E+1  1.18E+1    38
    9900  1009.82  1.63E+1  1.41E+1  1.22E+1    37
    9905  1009.31  1.52E+1  1.30E+1  1.19E+1    33
    9910  1008.81  1.41E+1  1.23E+1  1.14E+1    31
    9915  1008.30  1.38E+1  1.18E+1  1.07E+1    31
    9920  1007.79  1.48E+1  1.22E+1  1.10E+1    31
    9925  1007.28  1.37E+1  1.20E+1  1.13E+1    31
    9930  1006.77  1.32E+1  1.22E+1  1.20E+1    31
    9935  1006.27  1.47E+1  1.34E+1  1.29E+1    32
    9940  1005.76  1.29E+1  1.27E+1  1.28E+1    32
    9945  1005.25  1.21E+1  1.30E+1  1.34E+1    32
    9950  1004.75  1.08E+1  1.26E+1  1.35E+1    31
    9955  1004.24  8.91E+0  1.16E+1  1.33E+1    29
    9960  1003.74  7.53E+0  1.03E+1  1.27E+1    29
    9965  1003.24  6.58E+0  9.75E+0  1.24E+1    29
    9970  1002.73  6.65E+0  1.00E+1  1.24E+1    28
    9975  1002.23  7.67E+0  1.05E+1  1.28E+1    26
    9980  1001.73  8.38E+0  1.11E+1  1.34E+1    24
    9985  1001.23  7.71E+0  1.04E+1  1.29E+1    23
    9990  1000.73  7.86E+0  1.04E+1  1.30E+1    22
    9995  1000.23  7.31E+0  1.05E+1  1.38E+1    21
   10000   999.73  6.83E+0  1.03E+1  1.40E+1    20
   10005   999.23  8.29E+0  1.14E+1  1.46E+1    20
   10010   998.73  1.18E+1  1.33E+1  1.54E+1    20
   10015   998.23  1.04E+1  1.14E+1  1.34E+1    20
   10020   997.73  7.49E+0  9.96E+0  1.24E+1    21
   10025   997.23  8.20E+0  1.04E+1  1.22E+1    22
   10030   996.74  1.01E+1  1.13E+1  1.26E+1    23
   10035   996.24  1.31E+1  1.41E+1  1.45E+1    24
   10040   995.74  1.36E+1  1.47E+1  1.45E+1    24
   10045   995.25  1.18E+1  1.34E+1  1.39E+1    23
   10050   994.75  1.12E+1  1.25E+1  1.31E+1    23
   10055   994.26  1.12E+1  1.14E+1  1.13E+1    25
   10060   993.76  1.11E+1  1.07E+1  1.03E+1    27
   10065   993.27  1.24E+1  1.14E+1  1.08E+1    30
   10070   992.78  1.16E+1  1.08E+1  1.04E+1    31
   10075   992.28  9.60E+0  9.89E+0  9.93E+0    31
   10080   991.79  1.16E+1  1.15E+1  1.13E+1    29
   10085   991.30  1.31E+1  1.24E+1  1.26E+1    26
   10090   990.81  1.29E+1  1.27E+1  1.32E+1    23
   10095   990.32  1.35E+1  1.32E+1  1.31E+1    22
   10100   989.83  1.31E+1  1.31E+1  1.28E+1    21
   10105   989.34  1.51E+1  1.41E+1  1.37E+1    22
   10110   988.85  1.99E+1  1.68E+1  1.48E+1    22
   10115   988.36  2.23E+1  1.78E+1  1.49E+1    21
   10120   987.87  1.89E+1  1.60E+1  1.38E+1    21
   10125   987.38  1.38E+1  1.24E+1  1.13E+1    23
   10130   986.90  1.08E+1  9.96E+0  9.33E+0    25
   10135   986.41  9.68E+0  9.12E+0  8.78E+0    27
   10140   985.92  8.92E+0  8.42E+0  8.11E+0    29
   10145   985.44  8.23E+0  7.88E+0  7.48E+0    33
   10150   984.95  8.49E+0  7.61E+0  7.15E+0    37
   10155   984.47  1.03E+1  8.67E+0  7.56E+0    39
   10160   983.98  9.40E+0  8.56E+0  7.79E+0    41
   10165   983.50  9.82E+0  9.15E+0  8.61E+0    43
   10170   983.01  1.02E+1  9.68E+0  9.53E+0    44
   10175   982.53  7.51E+0  8.00E+0  8.84E+0    40
   10180   982.05  6.50E+0  7.40E+0  8.34E+0    36
   10185   981.57  5.61E+0  7.00E+0  8.42E+0    34
   10190   981.09  4.81E+0  6.61E+0  8.64E+0    34
   10195   980.60  4.86E+0  6.63E+0  8.63E+0    34
   10200   980.12  3.91E+0  5.85E+0  8.28E+0    33
   10205   979.64  3.51E+0  5.58E+0  8.24E+0    34
   10210   979.16  3.60E+0  5.68E+0  8.27E+0    35
   10215   978.68  3.35E+0  5.31E+0  7.90E+0    35
   10220   978.21  3.17E+0  4.94E+0  7.33E+0    34
   10225   977.73  3.62E+0  5.13E+0  6.98E+0    35
   10230   977.25  3.40E+0  4.80E+0  6.60E+0    36
   10235   976.77  3.11E+0  4.45E+0  6.22E+0    38
   10240   976.29  3.18E+0  4.35E+0  5.85E+0    38
   10245   975.82  3.02E+0  4.11E+0  5.55E+0    41
   10250   975.34  3.30E+0  4.24E+0  5.46E+0    45
   10255   974.87  3.59E+0  4.40E+0  5.36E+0    49
   10260   974.39  4.16E+0  4.73E+0  5.33E+0    53
   10265   973.92  4.29E+0  4.76E+0  5.24E+0    56
   10270   973.44  3.86E+0  4.43E+0  5.03E+0    56
   10275   972.97  3.49E+0  4.13E+0  4.82E+0    56
   10280   972.50  3.32E+0  3.96E+0  4.67E+0    57
   10285   972.02  3.69E+0  4.23E+0  4.80E+0    57
   10290   971.55  4.19E+0  5.12E+0  6.21E+0    56
   10295   971.08  6.35E+0  7.06E+0  7.82E+0    55
   10300   970.61  7.26E+0  7.42E+0  7.58E+0    53
   10305   970.14  4.62E+0  5.57E+0  6.71E+0    50
   10310   969.67  3.61E+0  4.52E+0  5.66E+0    52
   10315   969.20  3.74E+0  4.11E+0  4.52E+0    56
   10320   968.73  3.51E+0  3.63E+0  3.76E+0    67
   10325   968.26  2.98E+0  3.14E+0  3.32E+0    85
   10330   967.79  2.93E+0  2.96E+0  2.99E+0    95
   10335   967.32  3.12E+0  2.95E+0  2.80E+0   101
   10340   966.85  3.39E+0  3.01E+0  2.67E+0   103
   10345   966.39  3.32E+0  2.98E+0  2.67E+0   100
   10350   965.92  3.25E+0  2.97E+0  2.71E+0    98
   10355   965.45  3.13E+0  2.98E+0  2.84E+0    98
   10360   964.99  2.92E+0  2.92E+0  2.91E+0    98
   10365   964.52  2.43E+0  2.55E+0  2.68E+0    95
   10370   964.06  2.30E+0  2.37E+0  2.45E+0    91
   10375   963.59  2.49E+0  2.47E+0  2.46E+0    89
   10380   963.13  2.12E+0  2.32E+0  2.54E+0    87
   10385   962.66  1.80E+0  2.13E+0  2.51E+0    82
   10390   962.20  1.55E+0  1.94E+0  2.42E+0    77
   10395   961.74  1.23E+0  1.64E+0  2.19E+0    77
   10400   961.27  1.08E+0  1.41E+0  1.85E+0    81
   10405   960.81  1.03E+0  1.28E+0  1.59E+0    82
   10410   960.35  8.52E-1  1.10E+0  1.42E+0    79
   10415   959.89  7.41E-1  9.76E-1  1.29E+0    77
   10420   959.43  7.34E-1  9.38E-1  1.20E+0    77
   10425   958.97  6.07E-1  8.21E-1  1.11E+0    77
   10430   958.51  5.25E-1  7.29E-1  1.01E+0    74
   10435   958.05  4.57E-1  6.50E-1  9.23E-1    73
   10440   957.59  5.29E-1  6.90E-1  9.01E-1    74
   10445   957.13  6.02E-1  7.33E-1  8.93E-1    77
   10450   956.68  4.88E-1  6.22E-1  7.93E-1    90
   10455   956.22  4.04E-1  5.07E-1  6.35E-1   107
   10460   955.76  3.76E-1  4.48E-1  5.34E-1   117
   10465   955.30  3.30E-1  3.97E-1  4.78E-1   123
   10470   954.85  3.14E-1  3.65E-1  4.25E-1   129
   10475   954.39  2.90E-1  3.30E-1  3.76E-1   137
   10480   953.94  2.52E-1  2.91E-1  3.37E-1   143
   10485   953.48  2.65E-1  2.90E-1  3.18E-1   147
   10490   953.03  2.73E-1  2.89E-1  3.06E-1   149
   10495   952.57  2.66E-1  2.86E-1  3.07E-1   148
   10500   952.12  4.22E-1  3.65E-1  3.16E-1   146
   10505   951.67  6.28E-1  4.73E-1  3.57E-1   138
   10510   951.21  5.01E-1  4.52E-1  4.08E-1   129
   10515   950.76  3.53E-1  3.63E-1  3.73E-1   136
   10520   950.31  2.68E-1  2.58E-1  2.49E-1   165
   10525   949.86  1.92E-1  1.81E-1  1.71E-1   192
   10530   949.41  1.67E-1  1.59E-1  1.52E-1   201
   10535   948.96  2.17E-1  1.83E-1  1.55E-1   199
   10540   948.51  2.12E-1  1.99E-1  1.86E-1   184
   10545   948.06  4.35E-1  3.05E-1  2.13E-1   172
   10550   947.61  5.58E-1  3.33E-1  1.99E-1   177
   10555   947.16  3.19E-1  2.30E-1  1.65E-1   192
   10560   946.71  2.68E-1  1.87E-1  1.30E-1   214
   10565   946.26  1.85E-1  1.31E-1  9.32E-2   246
   10570   945.81  1.37E-1  9.88E-2  7.11E-2   272
   10575   945.37  1.30E-1  9.15E-2  6.47E-2   281
   10580   944.92  1.23E-1  8.70E-2  6.15E-2   286
   10585   944.47  1.12E-1  8.25E-2  6.10E-2   286
   10590   944.03  1.03E-1  7.85E-2  6.01E-2   287
   10595   943.58  9.10E-2  7.18E-2  5.67E-2   293
   10600   943.14  1.01E-1  7.26E-2  5.21E-2   301
   10605   942.69  7.18E-2  5.85E-2  4.76E-2   310
   10610   942.25  5.73E-2  4.96E-2  4.30E-2   321
   10615   941.80  4.60E-2  4.23E-2  3.89E-2   331
   10620   941.36  4.37E-2  3.92E-2  3.52E-2   341
   10625   940.92  3.72E-2  3.35E-2  3.02E-2   357
   10630   940.48  3.08E-2  2.84E-2  2.61E-2   372
   10635   940.03  2.49E-2  2.28E-2  2.09E-2   394
   10640   939.59  2.15E-2  1.96E-2  1.78E-2   408
   10645   939.15  2.03E-2  1.84E-2  1.67E-2   414
   10650   938.71  1.95E-2  1.76E-2  1.58E-2   418
   10655   938.27  2.34E-2  2.10E-2  1.88E-2   401
   10660   937.83  2.86E-2  2.55E-2  2.27E-2   381
   10665   937.39  2.46E-2  2.17E-2  1.92E-2   397
   10670   936.95  2.00E-2  1.75E-2  1.54E-2   416
   10675   936.51  2.48E-2  2.16E-2  1.89E-2   397
   10680   936.07  2.70E-2  2.35E-2  2.04E-2   388
   10685   935.63  2.16E-2  1.86E-2  1.61E-2   410
   10690   935.20  2.52E-2  2.16E-2  1.85E-2   397
   10695   934.76  2.91E-2  2.48E-2  2.12E-2   382
   10700   934.32  2.88E-2  2.44E-2  2.06E-2   383
   10705   933.89  3.67E-2  3.09E-2  2.60E-2   360
   10710   933.45  4.40E-2  3.68E-2  3.08E-2   341
   10715   933.02  5.01E-2  4.16E-2  3.46E-2   329
   10720   932.58  5.48E-2  4.53E-2  3.74E-2   319
   10725   932.15  5.47E-2  4.49E-2  3.68E-2   320
   10730   931.71  5.27E-2  4.29E-2  3.50E-2   325
   10735   931.28  5.48E-2  4.44E-2  3.59E-2   322
   10740   930.84  6.13E-2  4.93E-2  3.96E-2   311
   10745   930.41  7.68E-2  6.13E-2  4.89E-2   289
   10750   929.98  8.40E-2  6.66E-2  5.28E-2   280
   10755   929.55  7.65E-2  6.02E-2  4.73E-2   290
   10760   929.11  8.07E-2  6.36E-2  5.02E-2   284
   10765   928.68  8.59E-2  7.23E-2  6.08E-2   264
   10770   928.25  9.97E-2  8.57E-2  7.36E-2   245
   10775   927.82  1.40E-1  1.06E-1  8.07E-2   235
   10780   927.39  1.32E-1  1.04E-1  8.15E-2   234
