   Wavenu Wavelen  kap100   kap198   kap296 del/al
    1/cm    nm     1/km-am  1/km-am  1/km-am K^1/2

   11320   883.15  2.87E+1  2.61E+1  2.38E+1    24
   11325   882.76  2.43E+1  2.44E+1  2.44E+1    23
   11330   882.37  2.25E+1  2.35E+1  2.46E+1    22
   11335   881.98  1.94E+1  2.16E+1  2.41E+1    21
   11340   881.59  1.56E+1  1.86E+1  2.23E+1    19
   11345   881.20  9.25E+0  1.36E+1  2.01E+1    18
   11350   880.82  5.73E+0  1.01E+1  1.80E+1    17
   11355   880.43  5.08E+0  9.01E+0  1.60E+1    18
   11360   880.04  4.41E+0  7.84E+0  1.39E+1    18
   11365   879.65  3.09E+0  6.02E+0  1.17E+1    20
   11370   879.27  2.15E+0  4.50E+0  9.45E+0    22
   11375   878.88  1.78E+0  3.64E+0  7.43E+0    25
   11380   878.49  1.57E+0  3.00E+0  5.75E+0    31
   11385   878.11  1.51E+0  2.53E+0  4.25E+0    37
   11390   877.72  1.50E+0  2.27E+0  3.42E+0    42
   11395   877.34  1.38E+0  2.04E+0  3.02E+0    46
   11400   876.95  1.29E+0  1.87E+0  2.72E+0    49
   11405   876.57  1.26E+0  1.81E+0  2.60E+0    49
   11410   876.18  1.21E+0  1.74E+0  2.52E+0    50
   11415   875.80  1.20E+0  1.71E+0  2.44E+0    54
   11420   875.42  1.18E+0  1.67E+0  2.36E+0    62
   11425   875.03  1.09E+0  1.58E+0  2.29E+0    68
   11430   874.65  1.13E+0  1.59E+0  2.24E+0    70
   11435   874.27  1.23E+0  1.64E+0  2.20E+0    70
   11440   873.89  1.22E+0  1.62E+0  2.15E+0    72
   11445   873.50  1.11E+0  1.52E+0  2.07E+0    75
   11450   873.12  1.09E+0  1.48E+0  2.01E+0    78
   11455   872.74  1.22E+0  1.56E+0  2.00E+0    80
   11460   872.36  1.25E+0  1.60E+0  2.04E+0    80
   11465   871.98  1.27E+0  1.63E+0  2.09E+0    81
   11470   871.60  1.36E+0  1.72E+0  2.19E+0    81
   11475   871.22  1.53E+0  1.88E+0  2.30E+0    82
   11480   870.84  1.63E+0  1.99E+0  2.42E+0    82
   11485   870.46  1.82E+0  2.15E+0  2.53E+0    81
   11490   870.08  1.92E+0  2.25E+0  2.63E+0    80
   11495   869.70  1.98E+0  2.29E+0  2.64E+0    77
   11500   869.33  2.12E+0  2.35E+0  2.61E+0    74
   11505   868.95  2.10E+0  2.35E+0  2.64E+0    72
   11510   868.57  2.23E+0  2.50E+0  2.79E+0    70
   11515   868.19  2.38E+0  2.66E+0  2.98E+0    68
   11520   867.82  2.57E+0  2.84E+0  3.13E+0    62
   11525   867.44  3.01E+0  3.13E+0  3.25E+0    51
   11530   867.06  3.52E+0  3.44E+0  3.37E+0    42
   11535   866.69  3.67E+0  3.58E+0  3.48E+0    41
   11540   866.31  3.96E+0  3.77E+0  3.60E+0    43
   11545   865.94  3.65E+0  3.70E+0  3.75E+0    45
   11550   865.56  4.10E+0  4.04E+0  3.97E+0    44
   11555   865.19  4.58E+0  4.39E+0  4.21E+0    44
   11560   864.81  4.39E+0  4.34E+0  4.29E+0    44
   11565   864.44  4.47E+0  4.34E+0  4.22E+0    44
   11570   864.07  4.54E+0  4.34E+0  4.15E+0    44
   11575   863.69  4.97E+0  4.50E+0  4.08E+0    43
   11580   863.32  4.77E+0  4.37E+0  4.00E+0    42
   11585   862.95  4.50E+0  4.26E+0  4.04E+0    40
   11590   862.58  4.57E+0  4.44E+0  4.30E+0    38
   11595   862.20  5.01E+0  4.81E+0  4.61E+0    35
   11600   861.83  4.91E+0  4.86E+0  4.81E+0    34
   11605   861.46  4.28E+0  4.56E+0  4.87E+0    35
   11610   861.09  3.88E+0  4.36E+0  4.90E+0    36
   11615   860.72  3.56E+0  4.14E+0  4.81E+0    37
   11620   860.35  3.34E+0  3.94E+0  4.64E+0    38
   11625   859.98  2.96E+0  3.62E+0  4.42E+0    38
   11630   859.61  2.49E+0  3.19E+0  4.07E+0    39
   11635   859.24  2.37E+0  2.96E+0  3.69E+0    40
   11640   858.87  2.21E+0  2.74E+0  3.41E+0    42
   11645   858.50  2.19E+0  2.67E+0  3.26E+0    45
   11650   858.13  2.20E+0  2.62E+0  3.12E+0    48
   11655   857.77  2.04E+0  2.43E+0  2.89E+0    47
   11660   857.40  1.89E+0  2.22E+0  2.59E+0    42
   11665   857.03  1.72E+0  1.99E+0  2.30E+0    39
   11670   856.66  1.45E+0  1.72E+0  2.04E+0    38
   11675   856.30  1.30E+0  1.52E+0  1.79E+0    38
   11680   855.93  1.21E+0  1.38E+0  1.58E+0    39
   11685   855.56  1.02E+0  1.21E+0  1.43E+0    41
   11690   855.20  9.49E-1  1.11E+0  1.29E+0    44
   11695   854.83  1.02E+0  1.10E+0  1.18E+0    46
   11700   854.47  1.00E+0  1.05E+0  1.09E+0    48
   11705   854.10  8.06E-1  9.02E-1  1.01E+0    49
   11710   853.74  7.32E-1  8.25E-1  9.29E-1    51
   11715   853.37  7.09E-1  7.78E-1  8.54E-1    53
   11720   853.01  6.03E-1  6.87E-1  7.82E-1    55
   11725   852.64  4.78E-1  5.86E-1  7.18E-1    57
   11730   852.28  4.61E-1  5.50E-1  6.57E-1    59
   11735   851.92  4.04E-1  4.90E-1  5.94E-1    62
   11740   851.55  3.45E-1  4.28E-1  5.30E-1    65
   11745   851.19  3.56E-1  4.07E-1  4.67E-1    69
   11750   850.83  3.26E-1  3.68E-1  4.16E-1    73
   11755   850.47  2.89E-1  3.31E-1  3.79E-1    76
   11760   850.11  3.10E-1  3.27E-1  3.45E-1    79
   11765   849.75  2.60E-1  2.87E-1  3.17E-1    82
   11770   849.38  2.18E-1  2.54E-1  2.95E-1    85
   11775   849.02  2.26E-1  2.51E-1  2.79E-1    87
   11780   848.66  2.45E-1  2.65E-1  2.87E-1    85
   11785   848.30  3.10E-1  3.07E-1  3.04E-1    83
   11790   847.94  3.00E-1  3.08E-1  3.17E-1    81
   11795   847.58  3.16E-1  3.19E-1  3.22E-1    80
   11800   847.22  3.48E-1  3.37E-1  3.26E-1    80
   11805   846.87  2.97E-1  3.13E-1  3.29E-1    79
   11810   846.51  3.21E-1  3.27E-1  3.33E-1    79
   11815   846.15  3.01E-1  3.19E-1  3.37E-1    78
   11820   845.79  3.20E-1  3.33E-1  3.45E-1    77
   11825   845.43  3.60E-1  3.58E-1  3.56E-1    76
   11830   845.08  4.31E-1  4.00E-1  3.71E-1    74
   11835   844.72  5.25E-1  4.61E-1  4.05E-1    71
   11840   844.36  6.35E-1  5.34E-1  4.50E-1    67
   11845   844.01  6.97E-1  5.74E-1  4.72E-1    66
   11850   843.65  6.02E-1  5.11E-1  4.33E-1    68
   11855   843.29  5.00E-1  4.32E-1  3.73E-1    73
   11860   842.94  4.61E-1  4.13E-1  3.71E-1    73
   11865   842.58  4.72E-1  4.75E-1  4.78E-1    66
   11870   842.23  7.27E-1  6.65E-1  6.07E-1    58
   11875   841.87  1.03E+0  8.36E-1  6.78E-1    55
   11880   841.52  1.02E+0  8.26E-1  6.72E-1    55
   11885   841.17  1.09E+0  8.46E-1  6.54E-1    55
   11890   840.81  8.96E-1  7.33E-1  6.00E-1    58
   11895   840.46  7.35E-1  6.14E-1  5.14E-1    62
   11900   840.11  6.39E-1  5.28E-1  4.37E-1    67
   11905   839.75  5.98E-1  5.07E-1  4.30E-1    67
   11910   839.40  6.27E-1  5.42E-1  4.69E-1    64
   11915   839.05  7.35E-1  6.10E-1  5.05E-1    62
   11920   838.70  8.38E-1  6.63E-1  5.24E-1    60
   11925   838.34  8.23E-1  6.64E-1  5.35E-1    60
   11930   837.99  6.87E-1  6.09E-1  5.40E-1    59
   11935   837.64  4.80E-1  5.04E-1  5.29E-1    60
   11940   837.29  5.09E-1  5.11E-1  5.12E-1    60
   11945   836.94  3.75E-1  4.33E-1  4.99E-1    61
   11950   836.59  3.97E-1  4.42E-1  4.92E-1    61
   11955   836.24  3.22E-1  3.96E-1  4.86E-1    62
   11960   835.89  2.84E-1  3.63E-1  4.63E-1    63
   11965   835.54  2.60E-1  3.29E-1  4.16E-1    66
   11970   835.19  1.80E-1  2.57E-1  3.65E-1    70
   11975   834.84  1.61E-1  2.25E-1  3.13E-1    75
   11980   834.50  1.08E-1  1.68E-1  2.59E-1    82
   11985   834.15  7.65E-2  1.26E-1  2.06E-1    91
   11990   833.80  5.74E-2  9.65E-2  1.62E-1   101
   11995   833.45  4.62E-2  7.65E-2  1.27E-1   113
   12000   833.10  3.20E-2  5.47E-2  9.36E-2   128
   12005   832.76  2.52E-2  4.32E-2  7.42E-2   139
   12010   832.41  2.08E-2  3.54E-2  6.04E-2   151
   12015   832.06  1.69E-2  2.87E-2  4.88E-2   162
   12020   831.72  1.40E-2  2.37E-2  4.01E-2   173
   12025   831.37  1.16E-2  1.95E-2  3.28E-2   184
   12030   831.03  1.16E-2  1.94E-2  3.23E-2   185
   12035   830.68  1.22E-2  2.02E-2  3.33E-2   182
   12040   830.34  1.24E-2  2.03E-2  3.32E-2   182
   12045   829.99  1.17E-2  1.90E-2  3.10E-2   186
   12050   829.65  1.17E-2  1.89E-2  3.04E-2   186
   12055   829.30  1.28E-2  2.04E-2  3.25E-2   182
   12060   828.96  1.39E-2  2.20E-2  3.47E-2   178
   12065   828.62  1.37E-2  2.14E-2  3.35E-2   179
   12070   828.27  1.32E-2  2.04E-2  3.16E-2   182
   12075   827.93  1.30E-2  1.99E-2  3.06E-2   184
   12080   827.59  1.53E-2  2.32E-2  3.51E-2   176
   12085   827.24  1.88E-2  2.81E-2  4.21E-2   166
   12090   826.90  1.60E-2  2.38E-2  3.53E-2   175
   12095   826.56  1.47E-2  2.16E-2  3.18E-2   180
   12100   826.22  1.49E-2  2.17E-2  3.17E-2   180
   12105   825.88  1.57E-2  2.26E-2  3.26E-2   178
   12110   825.54  1.68E-2  2.39E-2  3.40E-2   175
   12115   825.20  1.50E-2  2.11E-2  2.98E-2   182
   12120   824.86  1.51E-2  2.10E-2  2.92E-2   183
   12125   824.52  1.78E-2  2.45E-2  3.36E-2   175
   12130   824.18  1.78E-2  2.42E-2  3.28E-2   175
   12135   823.84  1.84E-2  2.46E-2  3.30E-2   175
   12140   823.50  1.81E-2  2.40E-2  3.17E-2   177
   12145   823.16  1.99E-2  2.60E-2  3.39E-2   173
   12150   822.82  2.30E-2  2.96E-2  3.82E-2   166
   12155   822.48  2.15E-2  2.74E-2  3.48E-2   171
   12160   822.14  2.05E-2  2.57E-2  3.22E-2   175
   12165   821.80  2.48E-2  3.06E-2  3.78E-2   165
   12170   821.47  2.48E-2  3.02E-2  3.67E-2   166
   12175   821.13  2.91E-2  3.48E-2  4.17E-2   159
   12180   820.79  3.19E-2  3.75E-2  4.42E-2   156
   12185   820.46  3.24E-2  3.75E-2  4.35E-2   156
   12190   820.12  3.11E-2  3.59E-2  4.14E-2   158
   12195   819.78  3.21E-2  3.87E-2  4.67E-2   152
   12200   819.45  4.16E-2  4.72E-2  5.35E-2   144
   12205   819.11  4.47E-2  5.11E-2  5.84E-2   139
   12210   818.78  4.04E-2  4.81E-2  5.72E-2   140
   12215   818.44  4.11E-2  4.70E-2  5.38E-2   143
   12220   818.11  5.37E-2  5.30E-2  5.24E-2   144
   12225   817.77  5.72E-2  5.71E-2  5.71E-2   139
   12230   817.44  6.39E-2  6.39E-2  6.39E-2   133
   12235   817.10  6.95E-2  7.04E-2  7.13E-2   127
   12240   816.77  7.28E-2  7.67E-2  8.08E-2   121
   12245   816.44  7.63E-2  8.33E-2  9.10E-2   115
   12250   816.10  8.55E-2  9.33E-2  1.02E-1   109
   12255   815.77  9.14E-2  1.02E-1  1.15E-1   104
   12260   815.44  9.87E-2  1.12E-1  1.28E-1    99
   12265   815.10  1.16E-1  1.28E-1  1.40E-1    95
   12270   814.77  1.27E-1  1.36E-1  1.45E-1    93
   12275   814.44  1.23E-1  1.35E-1  1.49E-1    92
   12280   814.11  1.26E-1  1.40E-1  1.57E-1    90
   12285   813.78  1.39E-1  1.58E-1  1.81E-1    84
   12290   813.45  1.60E-1  1.83E-1  2.09E-1    78
   12295   813.12  1.82E-1  2.07E-1  2.34E-1    74
   12300   812.78  1.91E-1  2.17E-1  2.47E-1    72
   12305   812.45  1.99E-1  2.25E-1  2.56E-1    71
   12310   812.12  2.08E-1  2.36E-1  2.66E-1    69
   12315   811.79  2.19E-1  2.50E-1  2.85E-1    67
   12320   811.47  2.47E-1  2.75E-1  3.07E-1    65
   12325   811.14  2.92E-1  3.10E-1  3.29E-1    63
   12330   810.81  3.16E-1  3.31E-1  3.47E-1    61
   12335   810.48  3.20E-1  3.41E-1  3.64E-1    59
   12340   810.15  3.31E-1  3.54E-1  3.79E-1    58
   12345   809.82  3.26E-1  3.55E-1  3.86E-1    57
   12350   809.49  3.62E-1  3.76E-1  3.89E-1    57
   12355   809.17  4.05E-1  3.99E-1  3.93E-1    57
   12360   808.84  4.01E-1  4.01E-1  4.00E-1    56
   12365   808.51  3.52E-1  3.79E-1  4.08E-1    55
   12370   808.19  3.59E-1  3.87E-1  4.19E-1    55
   12375   807.86  3.92E-1  4.15E-1  4.39E-1    53
   12380   807.53  4.01E-1  4.33E-1  4.66E-1    52
   12385   807.21  4.07E-1  4.48E-1  4.93E-1    50
   12390   806.88  4.11E-1  4.61E-1  5.16E-1    49
   12395   806.56  4.62E-1  4.99E-1  5.38E-1    48
   12400   806.23  5.01E-1  5.30E-1  5.60E-1    47
   12405   805.90  5.33E-1  5.57E-1  5.81E-1    46
   12410   805.58  5.59E-1  5.80E-1  6.02E-1    45
   12415   805.26  5.79E-1  6.01E-1  6.24E-1    44
   12420   804.93  5.71E-1  6.10E-1  6.52E-1    43
   12425   804.61  6.10E-1  6.46E-1  6.84E-1    42
   12430   804.28  6.81E-1  6.98E-1  7.14E-1    41
   12435   803.96  7.17E-1  7.25E-1  7.33E-1    41
   12440   803.64  6.75E-1  7.09E-1  7.44E-1    40
   12445   803.31  6.84E-1  7.19E-1  7.57E-1    40
   12450   802.99  7.21E-1  7.48E-1  7.75E-1    39
   12455   802.67  7.51E-1  7.75E-1  7.99E-1    39
   12460   802.35  7.59E-1  7.90E-1  8.22E-1    38
   12465   802.03  8.17E-1  8.26E-1  8.34E-1    38
   12470   801.70  9.09E-1  8.73E-1  8.38E-1    38
   12475   801.38  8.80E-1  8.60E-1  8.41E-1    37
   12480   801.06  7.94E-1  8.25E-1  8.58E-1    37
   12485   800.74  8.20E-1  8.53E-1  8.88E-1    36
   12490   800.42  9.73E-1  9.46E-1  9.20E-1    36
   12495   800.10  9.84E-1  9.69E-1  9.54E-1    35
   12500   799.78  9.22E-1  9.55E-1  9.90E-1    34
   12505   799.46  9.91E-1  1.01E+0  1.03E+0    34
   12510   799.14  1.06E+0  1.06E+0  1.06E+0    33
   12515   798.82  1.10E+0  1.09E+0  1.08E+0    33
   12520   798.50  1.03E+0  1.06E+0  1.10E+0    32
   12525   798.18  1.08E+0  1.10E+0  1.11E+0    32
   12530   797.87  1.13E+0  1.12E+0  1.10E+0    32
   12535   797.55  1.11E+0  1.10E+0  1.09E+0    32
   12540   797.23  1.15E+0  1.11E+0  1.07E+0    33
   12545   796.91  1.16E+0  1.09E+0  1.03E+0    33
   12550   796.59  1.07E+0  1.03E+0  9.82E-1    34
   12555   796.28  1.03E+0  9.84E-1  9.41E-1    34
   12560   795.96  1.01E+0  9.68E-1  9.33E-1    34
   12565   795.64  1.06E+0  9.98E-1  9.42E-1    34
   12570   795.33  1.04E+0  9.94E-1  9.50E-1    34
   12575   795.01  1.04E+0  9.84E-1  9.35E-1    34
   12580   794.69  1.03E+0  9.65E-1  9.03E-1    35
   12585   794.38  9.72E-1  9.20E-1  8.71E-1    35
   12590   794.06  9.17E-1  8.90E-1  8.63E-1    35
   12595   793.75  8.34E-1  8.58E-1  8.83E-1    35
   12600   793.43  8.46E-1  8.74E-1  9.04E-1    34
   12605   793.12  9.19E-1  9.19E-1  9.19E-1    34
   12610   792.80  9.18E-1  9.21E-1  9.23E-1    34
   12615   792.49  8.40E-1  8.82E-1  9.27E-1    34
   12620   792.18  8.03E-1  8.59E-1  9.19E-1    34
   12625   791.86  7.32E-1  8.04E-1  8.83E-1    34
   12630   791.55  6.93E-1  7.63E-1  8.41E-1    35
   12635   791.23  6.46E-1  7.20E-1  8.02E-1    36
   12640   790.92  6.15E-1  6.90E-1  7.76E-1    36
   12645   790.61  6.15E-1  6.81E-1  7.55E-1    36
   12650   790.30  6.02E-1  6.65E-1  7.35E-1    37
   12655   789.98  5.69E-1  6.43E-1  7.27E-1    37
   12660   789.67  5.86E-1  6.53E-1  7.27E-1    37
   12665   789.36  6.01E-1  6.61E-1  7.27E-1    37
   12670   789.05  5.82E-1  6.54E-1  7.35E-1    37
   12675   788.74  5.86E-1  6.63E-1  7.48E-1    36
   12680   788.43  6.01E-1  6.77E-1  7.62E-1    36
   12685   788.12  6.12E-1  6.86E-1  7.69E-1    35
   12690   787.81  6.46E-1  7.06E-1  7.71E-1    35
   12695   787.49  6.79E-1  7.24E-1  7.72E-1    35
   12700   787.18  6.93E-1  7.28E-1  7.65E-1    35
   12705   786.88  7.07E-1  7.26E-1  7.47E-1    36
   12710   786.57  7.41E-1  7.34E-1  7.28E-1    36
   12715   786.26  7.60E-1  7.36E-1  7.12E-1    36
   12720   785.95  7.37E-1  7.20E-1  7.04E-1    36
   12725   785.64  7.51E-1  7.24E-1  6.97E-1    36
   12730   785.33  6.93E-1  6.95E-1  6.97E-1    36
   12735   785.02  6.17E-1  6.68E-1  7.22E-1    36
   12740   784.71  6.84E-1  7.20E-1  7.57E-1    35
   12745   784.41  7.56E-1  7.72E-1  7.89E-1    34
   12750   784.10  9.55E-1  8.71E-1  7.94E-1    34
   12755   783.79  1.16E+0  9.50E-1  7.80E-1    34
   12760   783.48  1.03E+0  8.89E-1  7.65E-1    34
   12765   783.18  9.08E-1  8.12E-1  7.26E-1    35
   12770   782.87  8.30E-1  7.40E-1  6.59E-1    37
   12775   782.56  7.87E-1  6.81E-1  5.89E-1    39
   12780   782.26  8.01E-1  6.58E-1  5.40E-1    40
   12785   781.95  7.76E-1  6.44E-1  5.34E-1    40
   12790   781.65  8.03E-1  6.57E-1  5.37E-1    40
   12795   781.34  7.83E-1  6.50E-1  5.39E-1    40
   12800   781.04  7.71E-1  6.42E-1  5.35E-1    40
   12805   780.73  7.91E-1  6.47E-1  5.29E-1    40
   12810   780.43  7.27E-1  6.16E-1  5.22E-1    40
   12815   780.12  6.15E-1  5.59E-1  5.09E-1    41
   12820   779.82  5.72E-1  5.29E-1  4.90E-1    41
   12825   779.51  5.18E-1  4.94E-1  4.71E-1    42
   12830   779.21  4.50E-1  4.51E-1  4.52E-1    43
   12835   778.91  4.24E-1  4.27E-1  4.32E-1    44
   12840   778.60  4.05E-1  4.08E-1  4.11E-1    45
   12845   778.30  3.99E-1  3.94E-1  3.89E-1    46
   12850   778.00  3.87E-1  3.74E-1  3.62E-1    47
   12855   777.69  3.58E-1  3.45E-1  3.32E-1    49
   12860   777.39  3.52E-1  3.27E-1  3.04E-1    51
   12865   777.09  3.33E-1  3.11E-1  2.91E-1    52
   12870   776.79  3.15E-1  3.00E-1  2.86E-1    52
   12875   776.49  3.12E-1  2.96E-1  2.82E-1    52
   12880   776.18  3.14E-1  2.96E-1  2.79E-1    52
   12885   775.88  2.97E-1  2.88E-1  2.79E-1    52
   12890   775.58  2.82E-1  2.80E-1  2.79E-1    52
   12895   775.28  2.75E-1  2.76E-1  2.76E-1    52
   12900   774.98  2.49E-1  2.56E-1  2.64E-1    53
   12905   774.68  2.33E-1  2.42E-1  2.50E-1    55
   12910   774.38  2.31E-1  2.37E-1  2.43E-1    55
   12915   774.08  2.41E-1  2.47E-1  2.55E-1    54
   12920   773.78  2.67E-1  2.69E-1  2.70E-1    52
   12925   773.48  2.78E-1  2.80E-1  2.82E-1    51
   12930   773.18  2.89E-1  2.79E-1  2.70E-1    52
   12935   772.88  2.60E-1  2.52E-1  2.44E-1    55
   12940   772.58  2.16E-1  2.17E-1  2.18E-1    57
   12945   772.29  1.81E-1  1.89E-1  1.98E-1    60
   12950   771.99  1.63E-1  1.74E-1  1.85E-1    61
   12955   771.69  1.60E-1  1.67E-1  1.73E-1    63
   12960   771.39  1.55E-1  1.60E-1  1.64E-1    64
   12965   771.10  1.60E-1  1.62E-1  1.65E-1    64
   12970   770.80  1.62E-1  1.65E-1  1.68E-1    64
   12975   770.50  1.56E-1  1.63E-1  1.70E-1    63
   12980   770.20  1.39E-1  1.53E-1  1.68E-1    63
   12985   769.91  1.44E-1  1.52E-1  1.62E-1    64
   12990   769.61  1.42E-1  1.49E-1  1.56E-1    65
   12995   769.32  1.49E-1  1.50E-1  1.51E-1    66
   13000   769.02  1.56E-1  1.52E-1  1.47E-1    66
   13005   768.72  1.51E-1  1.48E-1  1.45E-1    67
   13010   768.43  1.39E-1  1.41E-1  1.42E-1    67
   13015   768.13  1.33E-1  1.38E-1  1.44E-1    67
   13020   767.84  1.38E-1  1.42E-1  1.47E-1    66
   13025   767.54  1.45E-1  1.47E-1  1.50E-1    65
   13030   767.25  1.71E-1  1.60E-1  1.50E-1    65
   13035   766.95  1.91E-1  1.68E-1  1.47E-1    65
   13040   766.66  1.70E-1  1.56E-1  1.44E-1    66
   13045   766.37  1.49E-1  1.44E-1  1.39E-1    67
   13050   766.07  1.40E-1  1.35E-1  1.31E-1    68
   13055   765.78  1.46E-1  1.34E-1  1.22E-1    70
   13060   765.49  1.53E-1  1.32E-1  1.14E-1    72
   13065   765.19  1.57E-1  1.31E-1  1.09E-1    73
   13070   764.90  1.53E-1  1.27E-1  1.06E-1    74
   13075   764.61  1.54E-1  1.26E-1  1.03E-1    75
   13080   764.32  1.55E-1  1.25E-1  1.01E-1    75
   13085   764.02  1.45E-1  1.18E-1  9.55E-2    77
   13090   763.73  1.34E-1  1.10E-1  8.95E-2    79
   13095   763.44  1.25E-1  1.03E-1  8.41E-2    81
   13100   763.15  1.18E-1  9.70E-2  7.99E-2    82
   13105   762.86  1.13E-1  9.39E-2  7.77E-2    83
   13110   762.57  1.11E-1  9.21E-2  7.66E-2    83
   13115   762.28  1.12E-1  9.34E-2  7.81E-2    82
   13120   761.99  1.12E-1  9.42E-2  7.91E-2    82
   13125   761.70  1.07E-1  9.05E-2  7.64E-2    83
   13130   761.41  9.76E-2  8.28E-2  7.02E-2    85
   13135   761.12  9.13E-2  7.78E-2  6.63E-2    87
   13140   760.83  8.78E-2  7.51E-2  6.43E-2    88
   13145   760.54  8.34E-2  7.17E-2  6.16E-2    89
   13150   760.25  6.86E-2  5.92E-2  5.11E-2    95
   13155   759.96  5.58E-2  4.84E-2  4.19E-2   102
   13160   759.67  5.37E-2  4.68E-2  4.08E-2   102
   13165   759.38  5.11E-2  4.46E-2  3.90E-2   104
   13170   759.09  4.76E-2  4.18E-2  3.67E-2   105
   13175   758.80  4.71E-2  4.15E-2  3.66E-2   105
   13180   758.52  4.27E-2  3.78E-2  3.35E-2   108
   13185   758.23  4.02E-2  3.58E-2  3.18E-2   110
   13190   757.94  4.15E-2  3.71E-2  3.31E-2   108
   13195   757.65  3.60E-2  3.23E-2  2.89E-2   112
   13200   757.37  3.22E-2  2.90E-2  2.61E-2   115
   13205   757.08  3.28E-2  2.96E-2  2.68E-2   114
   13210   756.79  3.02E-2  2.74E-2  2.48E-2   117
   13215   756.51  2.70E-2  2.46E-2  2.24E-2   120
   13220   756.22  2.60E-2  2.38E-2  2.17E-2   120
   13225   755.94  2.31E-2  2.12E-2  1.94E-2   123
   13230   755.65  2.29E-2  2.11E-2  1.95E-2   123
   13235   755.36  2.16E-2  2.00E-2  1.85E-2   124
   13240   755.08  2.01E-2  1.86E-2  1.73E-2   126
   13245   754.79  2.11E-2  1.97E-2  1.83E-2   124
   13250   754.51  2.00E-2  1.87E-2  1.75E-2   125
   13255   754.22  1.80E-2  1.69E-2  1.59E-2   128
   13260   753.94  1.77E-2  1.67E-2  1.57E-2   128
   13265   753.66  1.56E-2  1.48E-2  1.40E-2   131
   13270   753.37  1.63E-2  1.55E-2  1.47E-2   129
   13275   753.09  1.71E-2  1.63E-2  1.56E-2   127
   13280   752.80  1.93E-2  1.85E-2  1.77E-2   123
   13285   752.52  2.38E-2  2.29E-2  2.20E-2   117
   13290   752.24  2.58E-2  2.49E-2  2.40E-2   114
   13295   751.96  1.98E-2  1.91E-2  1.85E-2   121
   13300   751.67  1.78E-2  1.73E-2  1.68E-2   124
   13305   751.39  1.85E-2  1.80E-2  1.76E-2   122
   13310   751.11  1.86E-2  1.82E-2  1.78E-2   121
   13315   750.83  1.85E-2  1.81E-2  1.78E-2   121
   13320   750.54  1.97E-2  1.94E-2  1.91E-2   119
   13325   750.26  2.29E-2  2.26E-2  2.24E-2   114
   13330   749.98  2.70E-2  2.67E-2  2.65E-2   108
   13335   749.70  2.47E-2  2.45E-2  2.44E-2   111
   13340   749.42  1.99E-2  1.98E-2  1.98E-2   117
   13345   749.14  2.03E-2  2.03E-2  2.03E-2   116
   13350   748.86  2.01E-2  2.01E-2  2.02E-2   115
   13355   748.58  2.04E-2  2.05E-2  2.07E-2   115
   13360   748.30  2.36E-2  2.38E-2  2.41E-2   110
   13365   748.02  2.45E-2  2.48E-2  2.52E-2   108
   13370   747.74  2.10E-2  2.13E-2  2.17E-2   112
   13375   747.46  1.98E-2  2.02E-2  2.06E-2   114
   13380   747.18  2.39E-2  2.44E-2  2.50E-2   108
   13385   746.90  2.78E-2  2.85E-2  2.92E-2   103
   13390   746.62  2.26E-2  2.32E-2  2.39E-2   109
   13395   746.34  2.08E-2  2.15E-2  2.22E-2   110
   13400   746.06  2.24E-2  2.32E-2  2.40E-2   108
   13405   745.78  2.32E-2  2.41E-2  2.51E-2   106
   13410   745.51  2.40E-2  2.50E-2  2.60E-2   105
   13415   745.23  2.45E-2  2.56E-2  2.67E-2   104
   13420   744.95  2.33E-2  2.44E-2  2.56E-2   105
   13425   744.67  2.41E-2  2.53E-2  2.66E-2   104
   13430   744.40  2.48E-2  2.62E-2  2.76E-2   102
   13435   744.12  2.55E-2  2.70E-2  2.85E-2   101
   13440   743.84  2.72E-2  2.88E-2  3.06E-2    99
   13445   743.57  2.88E-2  3.06E-2  3.26E-2    97
   13450   743.29  3.55E-2  3.78E-2  4.03E-2    90
   13455   743.01  4.02E-2  4.30E-2  4.59E-2    86
   13460   742.74  4.33E-2  4.66E-2  5.02E-2    83
   13465   742.46  4.62E-2  5.26E-2  5.99E-2    78
   13470   742.19  4.90E-2  5.90E-2  7.11E-2    73
   13475   741.91  6.04E-2  7.05E-2  8.22E-2    69
   13480   741.64  6.86E-2  8.03E-2  9.41E-2    65
   13485   741.36  7.31E-2  8.88E-2  1.08E-1    61
   13490   741.09  7.83E-2  9.76E-2  1.22E-1    58
   13495   740.81  9.28E-2  1.12E-1  1.36E-1    55
   13500   740.54  1.18E-1  1.34E-1  1.51E-1    52
   13505   740.26  1.36E-1  1.51E-1  1.68E-1    50
   13510   739.99  1.35E-1  1.58E-1  1.84E-1    48
   13515   739.71  1.52E-1  1.76E-1  2.03E-1    46
   13520   739.44  1.83E-1  2.05E-1  2.31E-1    43
   13525   739.17  2.14E-1  2.37E-1  2.62E-1    40
   13530   738.89  2.25E-1  2.56E-1  2.92E-1    38
   13535   738.62  2.55E-1  2.87E-1  3.24E-1    36
   13540   738.35  2.90E-1  3.22E-1  3.59E-1    35
   13545   738.08  3.27E-1  3.59E-1  3.93E-1    33
   13550   737.80  3.62E-1  3.93E-1  4.28E-1    32
   13555   737.53  3.77E-1  4.20E-1  4.69E-1    30
   13560   737.26  4.05E-1  4.56E-1  5.13E-1    29
